"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_RuneStone_Chelovek1","Mannaz is the twentieth rune of the elder Futhark and the thirteenth rune of the younger Futhark. The name literally means man, man. It means the sound [m].","Mannaz is the twentieth rune of the elder Futhark and the thirteenth rune of the younger Futhark. The name literally means man, man. It means the sound [m].","Mannaz je dvacátá runa staršího futarka a třináctá runa mladšího futarka. Jméno doslova znamená člověk, muž. Znamená zvuk [m].","Mannaz ist die zwanzigste Rune des älteren Futarks und die dreizehnte Rune des jüngeren Futarks. Der Name bedeutet wörtlich Mann, Mann. Bedeutet [m] -Ton.","Ма́нназ — двадцатая руна старшего футарка и тринадцатая руна младшего футарка. Название буквально означает человек, мужчина. Означает звук [m].","Mannaz to dwudziesta runa starszego futharka i trzynasta runa młodszego futharka. Nazwa dosłownie oznacza człowieka, człowieka. Oznacza dźwięk [m].","Mannaz az idősebb Futhark huszadik rúnája, a fiatalabb Futhark tizenharmadik rúnája. A név szó szerint embert jelent, ember. Ez azt jelenti, hogy a hang [m].","Mannaz è la ventesima runa del Futhark senior e la tredicesima runa del Futhark Junior. Il nome significa letteralmente uomo, uomo. Significa suono [m].","Mannaz es la vigésima runa del Futhark mayor y la decimotercera runa del Futhark menor. El nombre significa literalmente hombre, hombre. Significa sonido [m].","Mannaz est la vingtième rune du futarka senior et la treizième rune du futarka Junior. Le nom signifie littéralement homme, homme. Signifie son [m].","曼纳兹是长老富塔克的第二十个符文，也是年轻富塔克的第十三个符文。 这个名字的字面意思是男人，男人。 意思是声音[m]。","Mannazは、長老Futharkの20番目のルーン文字であり、若いFutharkの13番目のルーン文字です。 名前は文字通り男、男を意味します。 それは音[m]を意味します。","Mannaz é a vigésima runa do futarc mais velho e a décima terceira runa do futarc mais jovem. O nome significa literalmente homem, homem. Significa o som [m].","曼纳兹是长老富塔克的第二十个符文，也是年轻富塔克的第十三个符文。 这个名字的字面意思是男人，男人。 意思是声音[m]。",
"STR_RuneStone_Day","Rune of the Day","Rune of the Day","Runa dne","Rune des Tages","Руна дня","Runa dnia","A nap rúnája","Runa del giorno","Runa del día","Rune du jour","一天的符文","今日のルーン","Runa do dia","一天的符文",
"STR_RuneStone_Day1","Slavic Rune Day: the general meaning and interpretation in fortune telling. The rune embodies the power and light that give life to everything on earth.","Slavic Rune Day: the general meaning and interpretation in fortune telling. The rune embodies the power and light that give life to everything on earth.","Slovanská runa den: obecný význam a výklad v věštění. Runa představuje sílu a světlo, které dává život všemu na zemi.","Slawische Rune Tag: allgemeine Bedeutung und Interpretation in der Wahrsagerei. Die Rune verkörpert die Kraft und das Licht, die allen auf der Erde Leben geben.","Славянская руна День: общее значение и толкование в гадании. Руна олицетворяющая силу и свет, которые дают жизнь всему на земле.","Słowiańska runa dzień: ogólne znaczenie i interpretacja w wróżeniu. Runa reprezentuje moc i światło, które dają życie wszystkim na ziemi.","Szláv Rúna nap: a jóslás általános jelentése és értelmezése. A rúna megtestesíti azt az erőt és fényt, amely életet ad mindennek a földön.","Giorno della runa slava: significato generale e interpretazione nella divinazione. La runa rappresenta il potere e la luce che danno vita a tutto sulla terra.","Runa eslava Día: el significado general y la interpretación en la adivinación. La runa representa el poder y la luz que dan vida a todo en la tierra.","Slave rune Day: signification générale et interprétation dans la divination. La rune représente la force et la lumière qui donnent vie à tout sur terre.","斯拉夫符文日：算命中的一般意义和解释。 符文体现了赋予地球上一切生命的力量和光。","スラブのルーンの日：占いにおける一般的な意味と解釈。 ルーンは、地球上のすべてに命を与える力と光を体現しています。","Runa eslava Dia: significado geral e interpretação na adivinhação. A runa representa a força e a luz que dão vida a tudo na terra.","斯拉夫符文日：算命中的一般意义和解释。 符文体现了赋予地球上一切生命的力量和光。",
"STR_RuneStone_KladesPamyati1","Perth (ᛈ) is the fourteenth rune of the elder and Anglo-Saxon Futhark. Indicates the sound [p]. ","Perth (ᛈ) is the fourteenth rune of the elder and Anglo-Saxon Futhark. Indicates the sound [p]. ","Perth (ᛈ) je čtrnáctá rouna starších a anglosaských futarků. Označuje zvuk [p]. ","Perth (ᛈ) ist die vierzehnte Rune des ältesten und angelsächsischen Futarks. Gibt den Ton [p] an. ","Перт (ᛈ) — четырнадцатая руна старшего и англосаксонского футарков. Обозначает звук [p]. ","Perth — ᛈ) czternasta runa starszego i anglosaskiego futarka. Oznacza dźwięk [p]. ","Perth (6) az idősebb és az angolszász Futhark tizennegyedik rúnája. Jelzi a hangot [p]. ","Perth (ᛈ) è la quattordicesima Runa dei Futhark anziani e anglosassoni. Indica il suono [p]. ","Perth (ᛈ) es la decimocuarta runa de los futarcos mayores y anglosajones. Significa sonido [p]. ","Perth (ᛈ) est la quatorzième rune de l'ancien et Anglo-Saxon Futhark. Indique le son [p]. ","珀斯（perth）是长老和盎格鲁-撒克逊富塔克的第十四个符文。 表示声音[p]。 ","パース（パース）は、長老とアングロサクソンのフサークの14番目のルーン文字です。 音[p]を示します。 ","Perth (пер) É a décima quarta Runa dos futarks mais velhos e anglo-saxões. É o som [p]. ","珀斯（perth）是长老和盎格鲁-撒克逊富塔克的第十四个符文。 表示声音[p]。 ",
"STR_RuneStone_KladesPamyati","The rune is a storehouse of memory","The rune is a storehouse of memory","Runa poklad paměti","Rune Speicherlager","Руна кладезь памяти","Runa magazyn pamięci","A rúna a memória raktára","Runa deposito di memoria","Runa el tesoro de la memoria","Trésor de mémoire rune","符文是记忆的仓库","ルーンは記憶の貯蔵庫です","Runa depósito de memória","符文是记忆的仓库",
"STR_RuneStone_Los","Moose Rune","Moose Rune","Runa losa","Elch-Rune","Руна лося","Runa łosia","Jávorszarvas Rúna","Runa dell'Alce","Runa de alce","Rune d'orignal","驼鹿符文","ムースルーン","Runa Alce","驼鹿符文",
"STR_RuneStone_Los1","Algiz (ᛉ) is the fifteenth rune of the elder and Anglo-Saxon Futhark, the sixteenth rune of the younger Futhark. In different footages. The elder runes.","Algiz (ᛉ) is the fifteenth rune of the elder and Anglo-Saxon Futhark, the sixteenth rune of the younger Futhark. In different footages. The elder runes.","Algiz (ᛉ) je patnáctá runa staršího a anglosaského futarka, šestnáctá runa mladšího futarka. V různých futarkách. Starší runy.","Algiz (ᛉ) ist die fünfzehnte Rune des älteren und angelsächsischen Futarks, die sechzehnte Rune des Junior Futarks. In verschiedenen Futarks. Ältere Runen.","Альгиз (ᛉ) — пятнадцатая руна старшего и англосаксонского футарка, шестнадцатая руна младшего футарка. В разных футарках. Старшие руны.","Algiz — ᛉ) piętnasta runa starszego i anglosaskiego futharka, szesnasta runa młodszego futharka. W różnych futarkach. Starsze Runy.","Az Algiz az idősebb és az angolszász Futhark tizenötödik rúnája, a fiatalabb Futhark tizenhatodik rúnája. Különböző felvételeken. Az idősebb rúnák.","Algiz (ᛉ) è la quindicesima runa del Futhark maggiore e anglosassone, la sedicesima runa del Futhark minore. In diversi Futhark. Rune Senior.","Algiz (ᛉ) es la decimoquinta runa del Futhark mayor y anglosajón, la decimosexta runa del Futhark menor. En diferentes futarks. Runas mayores.","Algis (ᛉ) est la quinzième rune de l'aîné et du futarka Anglo-Saxon, la seizième rune du futarka Junior. Dans différents futarks. Runes Seniors.","阿尔吉兹（algiz）是长老和盎格鲁-撒克逊富塔克的第十五个符文，是年轻的富塔克的第十六个符文。 以不同的步调。 长老符文。","アルギス（ᛉ）は、長老とアングロサクソンの15番目のルーンであり、若いフタルクの16番目のルーンです。 別の映像で。 長老のルーン。","Algiz (ᛉ) é a décima quinta runa do futarc mais velho e anglo-saxão, a décima sexta runa do futarc mais jovem. Em diferentes Futures. Runas maiores.","阿尔吉兹（algiz）是长老和盎格鲁-撒克逊富塔克的第十五个符文，是年轻的富塔克的第十六个符文。 以不同的步调。 长老符文。",
"STR_RuneStone_Nasledie","The legacy Rune","The legacy Rune","Runa dědictví","Rune Vermächtnis","Руна наследие","Rune Heritage","A legacy Rune","Eredità della runa","Patrimonio runa","Héritage rune","遗产符文","レガシールーン","Herança Runa","遗产符文",
"STR_RuneStone_Nasledie1","Odal (Otal, ᛟ) is the 24th rune of the elder, the 23rd rune of the Anglo-Saxon and younger runic alphabets.","Odal (Otal, ᛟ) is the 24th rune of the elder, the 23rd rune of the Anglo-Saxon and younger runic alphabets.","Odal (Otal, ᛟ) je 24.runa staršího, 23. runa anglosaské a mladší runové abecedy.","Odal (От) ist die 24. Rune des Ältesten, die 23. Rune des angelsächsischen und der jüngeren Runenalphabeten.","Одал (Отал, ᛟ) — 24-я руна старшего, 23-я руна англосаксонского и младшего рунического алфавитов.","Odal — Otal, ᛟ) 24-ta runa starszego, 23-ta runa anglosaskiego i młodszego alfabetu runicznego.","Az Odal (Otal) az idősebb 24.rúnája, az angolszász és a fiatalabb rúnás ábécé 23. rúnája.","Odal (Otal, ᛟ) è la 24a Runa dell'anziano, la 23a Runa degli alfabeti Runici anglosassoni e junior.","Odal (Otal, ᛟ) es la runa 24 de la mayor, la runa 23 de los alfabetos anglosajón y rúnico menor.","Odal (Otal, ᛟ) est la 24e rune de l'aîné, la 23e rune des alphabets Anglo-saxons et runiques mineurs.","奥达尔（Otal，ᛟ）是长老的第24个符文，盎格鲁-撒克逊和更年轻的符文字母的第23个符文。","オダル（オタル、ᛟ）は、長老の24番目のルーン文字であり、アングロサクソン人と若いルーン文字のアルファベットの23番目のルーン文字です。","Odal (Otal, ᛟ)-a 24ª runa do ancião, a 23ª runa do alfabeto rúnico anglo-saxão e o mais novo.","奥达尔（Otal，ᛟ）是长老的第24个符文，盎格鲁-撒克逊和更年轻的符文字母的第23个符文。",
"STR_RuneStone_Puti","The Rune of the Path","The Rune of the Path","Runa cesty","Rune des Weges","Руна пути","Runa drogi","Az út rúnája","Runa del percorso","Runa del camino","Rune du chemin","路径的符文","パスのルーン","Runa do caminho","路径的符文",
"STR_RuneStone_Puti1","The Path Rune paves the way, helping to overcome obstacles facing a walking person.","The Path Rune paves the way, helping to overcome obstacles facing a walking person.","Runa cestu dláždí a pomáhá překonávat překážky, které stojí před kráčejícím člověkem.","Rune ebnet den Weg und hilft dabei, Hindernisse zu überwinden, die vor einer gehenden Person stehen.","Руна Путь прокладывает дорогу, помогая преодолевать препятствия, встающие перед идущим человеком.","Runa ścieżka toruje drogę, pomagając pokonać przeszkody stojące przed idącą osobą.","Az út Rúna előkészíti az utat, segít leküzdeni a gyalogos személy előtt álló akadályokat.","Runa Path spiana la strada, aiutando a superare gli ostacoli di fronte a una persona che cammina.","El Camino de runa allana el camino, ayudando a superar los obstáculos que enfrenta la persona que camina.","Le chemin rune ouvre la route, aidant à surmonter les obstacles qui se dressent devant l'homme qui marche.","路径符文铺平了道路，有助于克服行走的人面临的障碍。","パスルーンは道を開き、歩く人が直面する障害を克服するのに役立ちます。","Runa o caminho Abre o caminho, ajudando a superar os obstáculos que se colocam na frente de uma pessoa andando.","路径符文铺平了道路，有助于克服行走的人面临的障碍。",
"STR_RuneStone_Solnce","The Sun Rune","The Sun Rune","Runa Slunce","Rune Sonne","Руна Солнце","Runa Słońce","A Nap Rúna","Runa Sole","Runa Sol","Rune Soleil","太阳符文","太陽のルーン","Runa Sol","太阳符文",
"STR_RuneStone_Solnce1","The Soul rune (Soul, Sol) is a symbol of victory, provides power, as well as integrity. In some sources, its meaning is defined as the final rune and this statement is correct","The Soul rune (Soul, Sol) is a symbol of victory, provides power, as well as integrity. In some sources, its meaning is defined as the final rune and this statement is correct","Runa Soul (Soul, Saul) je symbolem vítězství, poskytuje sílu i integritu. V některých zdrojích je její význam definován jako konečná runa a toto tvrzení je pravdivé","Die Rune von Saul (Soul, Sol) ist ein Symbol des Sieges, bietet Macht sowie Integrität. In einigen Quellen wird ihre Bedeutung als endgültige Rune definiert, und diese Aussage ist richtig","Руна Соулу (Соул, Сол) является символом победы, обеспечивает могущество, а также целостность. В некоторых источниках ее значение определяют в качестве итоговой руны и данное утверждение является верным","Runa soulu (Soul, Sol) jest symbolem zwycięstwa, zapewnia moc, a także integralność. W niektórych źródłach jego znaczenie określa się jako runę końcową, a to stwierdzenie jest prawdziwe","A lélek rúna (lélek, Sol) a győzelem szimbóluma, hatalmat, valamint integritást biztosít. Egyes forrásokban az értéke a végső rúna, és ez az állítás helyes","La runa Soulu (Soul, Sol) è un simbolo di vittoria, fornisce potere e integrità. In alcune fonti, il suo significato è definito come la runa finale e questa affermazione è vera","La runa soulu (Saul, Saul) es un símbolo de victoria, proporciona poder y integridad. En algunas Fuentes, su significado se define como la runa final y esta afirmación es cierta","La rune de Soul (Soul, Saul) est un symbole de victoire, assure la puissance, ainsi que l'intégrité. Dans certaines sources, sa valeur est déterminée comme la Ruse finale et cette déclaration est vraie","灵魂符文（灵魂，溶胶）是胜利的象征，提供力量，以及完整性。 在一些来源中，它的含义被定义为最终的符文，这种说法是正确的","魂のルーン（魂、ソル）は勝利の象徴であり、力と完全性を提供します。 いくつかの情報源では、その意味は最終的なルーンとして定義されており、この声明は正しいです","Runa Soul (Soul, sol) é um símbolo de vitória, fornece poder, bem como integridade. Em algumas fontes, seu valor é determinado como a runa final e essa afirmação é verdadeira","灵魂符文（灵魂，溶胶）是胜利的象征，提供力量，以及完整性。 在一些来源中，它的含义被定义为最终的符文，这种说法是正确的",
"STR_RuneStone_Tis","The Yew Rune","The Yew Rune","Runa Tisová","Rune Tis","Руна Тис","Runa CIS","A Tiszafa Rúna","Runa Tasso","Runa Tejo","Rune TIS","紫杉符文","イチイのルーン","Runa Tees","紫杉符文",
"STR_RuneStone_Tis1","Eyvaz, Ivaz or Eykhvaz (ᛇ) is the thirteenth rune of the elder and Anglo-Saxon Futhark. In the older futhark, it can mean the sound [æ] or the diphthong [eɪ]. The name means a type of tree - yew.","Eyvaz, Ivaz or Eykhvaz (ᛇ) is the thirteenth rune of the elder and Anglo-Saxon Futhark. In the older futhark, it can mean the sound [æ] or the diphthong [eɪ]. The name means a type of tree - yew.","Eivaz, Iwaz nebo Eichwaz (ᛇ) je třináctá runa starších a anglosaských futarků. Ve vyšším futarku může znamenat zvuk [æ] nebo dvojhláska [eɪ]. Název znamená druh stromů-tis.","Eywaz, Iwaz oder Eichwaz (ᛇ) ist die dreizehnte Rune des ältesten und angelsächsischen Futarks. Bei einem älteren Futarke kann es sich um einen Ton [æ] oder einen Diphthong [eɪ] handeln. Der Name bedeutet die Art der Bäume - Eibe.","Эйваз, Иваз или Эйхваз (ᛇ) — тринадцатая руна старшего и англосаксонского футарков. В старшем футарке может означать звук [æ] или дифтонг [eɪ]. Название означает вид деревьев - тис.","Eywaz, Iwaz lub Eywaz — ᛇ) trzynasta runa starszego i anglosaskiego futarka. W starszym Futhark może oznaczać dźwięk [æ] lub dyftong [eɪ]. Nazwa oznacza rodzaj drzew-CIS.","Az Eyvaz, az Ivaz vagy az eykhvaz (ons) az idősebb és az angolszász Futhark tizenharmadik rúnája. A régebbi futhark-ban ez jelentheti a hangot [ ++ ] vagy a diftongust [e++]. A név egyfajta fa-tiszafa.","Eyvaz, Iwaz o Eichvaz (ᛇ) è la tredicesima Runa dei Futhark anziani e anglosassoni. Nel Futhark più anziano può significare il suono [æ] o il dittongo [eɪ]. Il nome significa una specie di alberi-tasso.","Eivaz, Ivaz o Eichvaz (ᛇ) es la decimotercera runa de los futarcos mayores y anglosajones. En el Futhark mayor puede significar sonido [æ] o diptongo [eɪ]. El nombre significa una especie de árbol-tejo.","Eiwaz, Iwaz ou Eiwaz (ᛇ) est la treizième rune de l'ancien et Anglo-Saxon Futhark. Dans l'ancien futarka peut signifier son [æ] ou diphtongue [eɪ]. Le nom signifie une espèce d'arbres-if.","Eyvaz，Ivaz或Eykhvaz（ᛇ）是长老和盎格鲁-撒克逊富塔克的第十三个符文。 在较旧的福塔克，它可以意味着声音[æ]或diphthong[eə]。 这个名字的意思是一种树-红豆杉。","Eyvaz、Ivaz、またはEykhvaz（ə）は、長老とアングロサクソンのフサークの13番目のルーン文字です。 古いフサークでは、音[æ]または二重母音[e ə]を意味することができます。 名前は木の一種であるイチイを意味します。","Eivaz, Ivaz ou Eichvaz — ᛇ) é a décima terceira Runa dos futarks mais velhos e anglo-saxões. No futark mais velho, pode significar o som [æ] ou o ditongo [eɪ]. O nome significa tipo de árvore-teixo.","Eyvaz，Ivaz或Eykhvaz（ᛇ）是长老和盎格鲁-撒克逊富塔克的第十三个符文。 在较旧的福塔克，它可以意味着声音[æ]或diphthong[eə]。 这个名字的意思是一种树-红豆杉。",
"STR_RuneStone_Busk","The bull Rune","The bull Rune","Runa býk","Rune Stier","Руна бык","Runa byk","A bika Rúna","Runa toro","Runa Toro","Rune Bull","公牛符文","ブルルーン","Runa touro","公牛符文",
"STR_RuneStone_Busk1","Ur (ᚢ) is the second rune of the elder, younger and Anglo-Saxon Futhark. Denotes the sound [u] in the older and Anglo-Saxon futhark and can denote the sounds [u], [w], [ɔ] and [v] in the younger.","Ur (ᚢ) is the second rune of the elder, younger and Anglo-Saxon Futhark. Denotes the sound [u] in the older and Anglo-Saxon futhark and can denote the sounds [u], [w], [ɔ] and [v] in the younger.","Ur (ᚢ) je druhá runa staršího, mladšího a anglosaského futarka. Označuje zvuk [u] ve starším a anglosaském futarku a může označovat zvuky [u], [w], [ɔ] a [v] v mladším.","Ur (ᚢ) ist die zweite Rune des älteren, jüngeren und angelsächsischen Futarks. Steht für den Klang [u] im älteren und angelsächsischen Futarque und kann die Geräusche [u], [w], [ɔ] und [v] im jüngeren bezeichnen.","Ур (ᚢ) — вторая руна старшего, младшего и англосаксонского футарка. Обозначает звук [u] в старшем и англосаксонском футарке и может обозначать звуки [u], [w], [ɔ] и [v] в младшем.","Ur — ᚢ) to druga runa starszego, młodszego i anglosaskiego futharka. Oznacza dźwięk [u] w starszym i anglosaskim Futhark i może oznaczać Dźwięki [u], [w], [ɔ] I [v] w młodszym.","Az ur (ons) az idősebb, fiatalabb és angolszász Futhark második rúnája. Az [U] hangot jelöli az idősebb és az angolszász futhark esetében, és jelölheti az [u], [w], [CA] és [v] hangokat a fiatalabbaknál.","Ur (ᚢ) è la seconda runa del Futhark senior, junior e anglosassone. Denota il suono [u] nel Futhark più vecchio e anglosassone e può denotare i suoni [u], [w], [ɔ] E [v] nel più giovane.","Ur (ᚢ) es la segunda runa del Futhark mayor, menor y anglosajón. Denota el sonido [u] en el Futhark mayor y anglosajón, y puede denotar los sonidos [u], [w], [ɔ] y [v] en el menor.","Ur (ᚢ) est la deuxième rune du futarka senior, Junior et Anglo-Saxon. Désigne le son [u] en futarka senior et Anglo-Saxon et peut désigner les sons [u], [w], [ɔ] et [v] en Junior.","乌尔（ur）是长老，年轻和盎格鲁-撒克逊富萨克的第二个符文。 表示较老的和盎格鲁撒克逊人的声音[u]，可以表示较小的声音[u]、[w]、[u]和[v]。","ウル（ウル）は、長老、若い、アングロサクソンのフサークの2番目のルーン文字です。 音を表します[u]古いとアングロサクソンfutharkで、音を表すことができます[u],[w],[λ]と[v]若いです。","Ur (ᚢ) é a segunda runa do mais velho, mais jovem e do futarque anglo — saxão. Denota o som [u] no futark mais velho e anglo-saxão e pode denotar os sons [u], [w], [ɔ] e [v] no mais novo.","乌尔（ur）是长老，年轻和盎格鲁-撒克逊富萨克的第二个符文。 表示较老的和盎格鲁撒克逊人的声音[u]，可以表示较小的声音[u]、[w]、[u]和[v]。",
"STR_RuneStone_Cherepaha1","The Teivaz rune, which is in an inverted position, speaks of a depletion of energy and a decline in creative abilities.","The Teivaz rune, which is in an inverted position, speaks of a depletion of energy and a decline in creative abilities.","Runa Teyvaz, obrácená, mluví o vyčerpání energie a úpadku kreativity.","Rune Teyvaz, die sich in einer umgekehrten Position befindet, spricht von einer Erschöpfung der Energie und einem Rückgang der kreativen Fähigkeiten.","Руна Тейваз, находящаяся в перевернутом положении, говорит об истощении энергии и упадке творческих способностей.","Runa Teywaz, która jest odwrócona, mówi o wyczerpaniu energii i spadku kreatywności.","A fordított helyzetben lévő Teivaz rúna az energia kimerüléséről és a kreatív képességek csökkenéséről beszél.","Runa Teivaz, che si trova in una posizione invertita, parla di esaurimento di energia e declino della creatività.","La runa Teivaz, que se encuentra en una posición invertida, habla del agotamiento de la energía y la disminución de las habilidades creativas.","Rune Teivaz, qui est à l'envers, parle de l'épuisement de l'énergie et du déclin de la créativité.","处于倒置位置的Teivaz符文谈到了能量的枯竭和创造能力的下降。","逆の位置にあるTeivazルーン文字は、エネルギーの枯渇と創造的能力の低下について語っています。","A runa Teiwaz, que está em uma posição invertida, fala do esgotamento de energia e do declínio das habilidades criativas.","处于倒置位置的Teivaz符文谈到了能量的枯竭和创造能力的下降。",
"STR_RuneStone_Cherepaha","The turtle Rune","The turtle Rune","Runa želva","Schildkröte-Rune","Руна черепаха","Żółw Runiczny","A teknős Rúna","Tartaruga Runa","Runa tortuga","Rune tortue","龟符文","カメのルーン","Runa tartaruga","龟符文",
"STR_RuneStone_Kaban","The boar Rune","The boar Rune","Runa Caban","Rune Wildschwein","Руна кабан","Runa dzik","A vaddisznó Rúna","Runa cinghiale","Runa jabalí","Rune sanglier","野猪符文","イノシシのルーン","Runa javali","野猪符文",
"STR_RuneStone_Kaban1","INGUZ is a rune of great importance, and it can portend an event that will become a milestone on your life path","INGUZ is a rune of great importance, and it can portend an event that will become a milestone on your life path","Inguz-runa, která má velký význam a může předznamenat událost, která se stane milníkem na vaší životní cestě","INGUZ ist eine Rune, die von großer Bedeutung ist und ein Ereignis ankündigen kann, das ein Meilenstein auf deinem Lebensweg sein wird","ИНГУЗ — руна, имеющая большое значение, и она может предвещать событие, которое станет вехой на вашем жизненном пути","Inguz to runa o wielkim znaczeniu i może zwiastować wydarzenie, które będzie kamieniem milowym na twojej drodze życiowej","Az INGUZ nagy jelentőségű rúna, amely olyan eseményt jelenthet, amely mérföldkővé válik az életútján","Inguz è una runa di grande importanza e può presagire un evento che sarà una pietra miliare nel tuo percorso di vita","INGUZ es una runa de gran importancia y puede presagiar un evento que será un hito en el camino de tu vida","Inguz est une rune d'UNE grande importance et peut annoncer un événement qui deviendra un jalon sur votre chemin de vie","INGUZ是一个非常重要的符文，它可以预示一个事件，将成为你人生道路上的里程碑","イングスは非常に重要なルーン文字であり、それはあなたの人生の道のマイルストーンになるイベントの前兆となる可能性があります","Inguz-uma runa de grande importância, e pode pressagiar um evento que será um marco em sua jornada de vida","INGUZ是一个非常重要的符文，它可以预示一个事件，将成为你人生道路上的里程碑",
"STR_RuneStone_Medved","The bear Rune","The bear Rune","Runa medvěd","Rune Bär","Руна медведь","Niedźwiedź runa","A medve Rúna","Orso Runa","Runa oso","Ours rune","熊符文","クマのルーン","Urso Runa","熊符文",
"STR_RuneStone_Medved1","The meaning of the bear's hall is a harmonious combination of opposites.","The meaning of the bear's hall is a harmonious combination of opposites.","Význam medvědího rysa je harmonickým spojením protikladů.","Die Bedeutung des Bärenpalastes ist eine harmonische Verbindung von Gegensätzen.","Значение чертога медведя — это гармоничное соединение противоположностей.","Znaczenie pokoju niedźwiedzia to harmonijne połączenie przeciwieństw.","A medve terem jelentése az ellentétek harmonikus kombinációja.","Il significato del Palazzo dell'orso è una combinazione armoniosa di opposti.","El significado de la casa del oso es una combinación armoniosa de opuestos.","La signification du palais de l'ours est la connexion harmonieuse des contraires.","熊厅的意义是对立的和谐组合。","クマのホールの意味は、反対の調和のとれた組み合わせです。","O significado do Palácio do urso é uma conexão harmoniosa de opostos.","熊厅的意义是对立的和谐组合。",
"STR_RuneStone_Orel","The Eagle Rune","The Eagle Rune","Runa orel","Rune Adler","Руна орел","Runa Orzeł","Az Eagle Rune","Runa Aquila","Runa águila","Rune aigle","鹰符文","イーグルルーン","Runa águia","鹰符文",
"STR_RuneStone_Orel1","An amulet with the Eagle Hall rune is able to give its owner strength and self-confidence.","An amulet with the Eagle Hall rune is able to give its owner strength and self-confidence.","Amulet s runou orla je schopen dát svému majiteli sílu a sebevědomí.","Das Amulett mit der Rune der Adlerhalle kann seinem Besitzer Kraft und Selbstvertrauen schenken.","Амулет с руной чертога Орла способен подарить своему владельцу силу и уверенность в себе.","Amulet z runą pałacu orła jest w stanie dać właścicielowi siłę i pewność siebie.","Az Eagle Hall rúnával ellátott amulett képes erőt és önbizalmat adni tulajdonosának.","L'amuleto con la runa del Palazzo Dell'Aquila è in grado di dare al suo proprietario forza e fiducia in se stesso.","El amuleto con la runa del Palacio del águila es capaz de dar a su dueño fuerza y confianza en sí mismo.","L'amulette avec la Toison du palais de l'aigle est capable de donner à son propriétaire la force et la confiance en soi.","一个带有鹰厅符文的护身符能够给它的主人力量和自信。","イーグルホールルーン付きのお守りは、その所有者に強さと自信を与えることができます。","O amuleto com a runa do Palácio da águia é capaz de dar ao seu dono força e autoconfiança.","一个带有鹰厅符文的护身符能够给它的主人力量和自信。",
"STR_RuneStone_Osa","The wasp Rune","The wasp Rune","Runa vosa","Wespenrune","Руна оса","Runa osa","A darázs Rúna","Vespa Runa","Runa avispa","Rune guêpe","黄蜂符文","スズメバチのルーン","Runa Vespa","黄蜂符文",
"STR_RuneStone_Osa1","The Algiz rune is one of the best positive runes of the Elder Futhark.","The Algiz rune is one of the best positive runes of the Elder Futhark.","Runa Algiz je jedním z nejlepších pozitivních run staršího Futarka.","Die Rune Algiz ist eine der besten positiven Runen des älteren Futarks.","Руна Альгиз одна из лучших положительных рун Старшего Футарка.","Runa Algiz jest jedną z najlepszych pozytywnych Run starszego Futharka.","Az Algiz rúna az idősebb Futhark egyik legjobb pozitív rúnája.","La runa Algiz è una delle migliori rune positive Dell'anziano Futhark.","La runa de Algiz es una de las mejores runas positivas del Futhark Mayor.","Rune algiz est l'une des meilleures runes positives de l'Ancien futarka.","阿尔吉兹符文是福塔克长老最好的正面符文之一。","Algizルーンは、Futhark長老の最高のポジティブなルーンの1つです。","A runa Algiz é uma das melhores runas positivas do Velho Futhark.","阿尔吉兹符文是福塔克长老最好的正面符文之一。",
"STR_RuneStone_Tigr","Tiger Rune","Tiger Rune","Runa tygra","Tiger-Rune","Руна тигра","Runa tygrysa","Tigris Rúna","Runa della tigre","Runa del tigre","Rune du tigre","虎符文","虎のルーン","Runa tigre","虎符文",
"STR_RuneStone_Tigr1","The rune that is usually used with the tiger can be any one, but the most common is the Tiger rune.","The rune that is usually used with the tiger can be any one, but the most common is the Tiger rune.","Runa, která se běžně používá spolu s tygrem, může být jakákoli, ale nejčastěji se vyskytuje runa tygr.","Eine Rune, die normalerweise zusammen mit einem Tiger verwendet wird, kann jeder sein, aber die am häufigsten verwendete Rune ist ein Tiger.","Руна, которая обычно используется вместе с тигром, может быть любой, но наиболее часто встречается руна Тигр.","Runa, która jest zwykle używana razem z tygrysem, może być dowolna, ale najczęściej spotykaną runą jest tygrys.","A tigrisnél általában használt rúna bármelyik lehet, de a leggyakoribb a Tigris rúna.","Una runa comunemente usata insieme a una tigre può essere qualsiasi, ma la runa tigre è la più comune.","La runa que se usa comúnmente junto con el tigre puede ser cualquiera, pero la runa Tigre es la más común.","La rune qui est couramment utilisée avec le tigre peut être n'importe qui, mais la rune la plus courante Est le tigre.","通常与老虎一起使用的符文可以是任何一种，但最常见的是老虎符文。","虎と一緒に通常使用されるルーンはどれでもかまいませんが、最も一般的なのは虎のルーンです。","A runa que é comumente usada em conjunto com o tigre pode ser qualquer um, mas a runa mais comum é o tigre.","通常与老虎一起使用的符文可以是任何一种，但最常见的是老虎符文。",
"STR_RuneStone_Wolf","The Rune of the Wolf","The Rune of the Wolf","Runa vlka","Wolfsrune","Руна волка","Runa wilka","A farkas rúnája","Runa del lupo","Runa del lobo","Rune du loup","狼的符文","オオカミのルーン","Runa do lobo","狼的符文",
